Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,TargetLatitude,TargetLongitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownstreamLength,TotalReach,LocationDetailBAComments,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2017,Gomez Creek,903M20177,5/3/2017,8:20:00,Not Recorded,-88,m,Grab,1,1,WS-7E04030_TN,7E04030-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.8,,0.091,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,WestonSolu,,Not Recorded,33.396729,-117.1152725,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,5/8/2017,5/15/2017,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,903M20177
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2018,Upper San Luis Rey River approx. 1.9 km d/s of E. Grade Rd.,903M20235,6/12/2018,9:20:00,Not Recorded,-88,m,Grab,1,1,WS_8F13108_TN_2018,8F13108-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.11,,-88,-88,=,NMDL,NR,NR,,,,,WQ,Not Recorded,WestonSolu,,Water_Grab,33.247589,-116.7855072,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,6/20/2018,1,,WestonSolu,WestonSolu,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,NULL,903M20235
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2019,De Luz Creek Trib ~1.8mi above De Luz Creek,902WE0888,6/11/2019,8:00:00,Not Recorded,-88,m,Grab,1,1,WKL_9F12042_W_Hardness_1819,9F12042-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,6.1,,0.083,0.2,=,None,NA,NR,,,,,WQ,Not Recorded,WestonSolu,,Water_Grab,33.454868,-117.3016968,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,6/29/2019,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,De Luz Creek,902WE0888
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2009,SMC00282,SMC00282,6/9/2009,0:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,-0.46,,0.46,0.5,ND,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.871799,-116.6135788,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,1/1/1950,1/1/1950,1,,WestonSolu,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,SMC00282
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2009,SMC00457,SMC00457,6/4/2009,0:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.3,,0.46,0.5,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.2337,-117.0939178,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,1/1/1950,1/1/1950,1,,WestonSolu,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,SMC00457
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2009,SMC00473,SMC00473,6/3/2009,0:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.8,,0.46,0.5,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.0392,-117.1580276,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,1/1/1950,1/1/1950,1,,WestonSolu,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,SMC00473
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2009,SMC01158,SMC01158,5/20/2009,10:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1,,0.46,0.5,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.962799,-117.1667633,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,1/1/1950,1/1/1950,1,,WestonSolu,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,SMC01158
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2009,SMC01258,SMC01258,5/27/2009,16:15:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.15,,0.46,0.5,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.649502,-117.0588684,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,1/1/1950,1/1/1950,1,,WestonSolu,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,SMC01258
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2010,SMC06714,SMC06714,6/6/2010,12:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-0F07027_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.2,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.6759,-117.0072327,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/8/2010,6/11/2010,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC06714
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2010,SMC08150,SMC08150,6/3/2010,14:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-0F04043_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.8372,-117.0201035,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/7/2010,6/17/2010,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC08150
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2010,SMC08426,SMC08426,6/8/2010,12:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-0F09046_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.67,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.650719,-117.0549774,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/22/2010,6/24/2010,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC08426
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2011,SMC00665,SMC00665,7/27/2011,9:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-1G28020_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.4,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.27401,-117.2315903,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,8/1/2011,8/4/2011,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC00665
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2011,SMC00857,SMC00857,7/13/2011,8:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-1G14029_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,7.2,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.246101,-117.3008804,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/20/2011,7/27/2011,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC00857
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2011,SMC02145,SMC02145,7/19/2011,8:45:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-1G21001_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,11,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.269341,-117.0314713,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/21/2011,7/27/2011,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC02145
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2011,SMC02417,SMC02417,7/20/2011,13:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-1G21003_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,11,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.13385,-117.0623627,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/21/2011,7/27/2011,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC02417
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2011,SMC02902,SMC02902,8/2/2011,9:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-1H03009_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.5,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.949081,-117.0644302,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,8/10/2011,8/12/2011,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC02902
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2011,SMC03110,SMC03110,7/26/2011,13:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-1G27012_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.811062,-117.0733566,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,8/1/2011,8/4/2011,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC03110
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2011,SMC04134,SMC04134,7/26/2011,9:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-1G27012_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.3,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.828739,-117.0524292,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,8/1/2011,8/4/2011,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC04134
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2011,SMC04426,SMC04426,7/25/2011,9:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-1G26026_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.32,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.006969,-116.6699524,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,8/1/2011,8/4/2011,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC04426
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2011,SMC04661,SMC04661,7/18/2011,9:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-1G19077_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.3,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.406071,-117.2249985,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/20/2011,7/27/2011,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC04661
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2011,SMC04682,SMC04682,7/25/2011,15:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-1G26026_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.28,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.971149,-116.6481476,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,8/1/2011,8/4/2011,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC04682
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2012,SMC06298,SMC06298,7/17/2012,9:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-2G18034_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.29,,0.084,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.912189,-116.5717163,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/19/2012,7/26/2012,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC06298
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2013,SMC02905,SMC02905,7/9/2013,12:45:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-3G10052_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.7,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.24004,-117.3286972,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/12/2013,7/15/2013,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC02905
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2013,SMC04934,SMC04934,7/11/2013,10:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-3G12043_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.75,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.032478,-117.163147,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/16/2013,7/23/2013,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC04934
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2013,SMC05017,SMC05017,7/18/2013,18:20:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-3G19025_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,6.8,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.112709,-117.1077728,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/23/2013,7/26/2013,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC05017
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2013,SMC23495,SMC23495,7/16/2013,9:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-3G17033_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,8.7,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.833912,-116.7232208,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/23/2013,7/26/2013,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC23495
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2014,Black Canyon Creek at USFS Swimming hole,905BCC,5/13/2014,9:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-4E15001_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,-0.06,,0.06,0.2,ND,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.130859,-116.7957535,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,5/22/2014,5/27/2014,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,905BCC
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2014,SMC01909,SMC01909,7/10/2014,10:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-4G11005_SUPP4_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,3.1,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.311298,-117.1388474,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/21/2014,7/29/2014,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,SMC01909
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2015,Escondido Creek u/s of RR bridge,904M21713,6/22/2015,11:15:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-5F23004_SUPP1_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,9.5,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.11956,-117.0948868,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/30/2015,7/2/2015,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,904M21713
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2015,Forester Creek Tributary 10 m u/s of Johnson Ave,907M23325,4/28/2015,9:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-5D29016_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,3.9,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.798649,-116.9707718,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,5/11/2015,5/12/2015,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,907M23325
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2015,Keys Creek Tributary u/s of Olf Lilac Rd.,903M20124,7/9/2015,13:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-5G10016_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,15,,0.1,0.6,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.296421,-117.0858917,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/16/2015,7/20/2015,5,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,903M20124
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2015,Lusardi Creek approx. 1100 m u/s of Zumaque/Artesian Rd.,905M21721,6/22/2015,9:45:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-5F23004_SUPP1_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.5,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.00848,-117.1656494,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/30/2015,7/2/2015,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,905M21721
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2017,Trib to Alpine Creek west of Tavern Rd,907M23343,6/27/2017,8:15:00,Not Recorded,-88,m,Grab,1,1,WS-7F28060_TN,7F28060-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.6,,0.091,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,WestonSolu,,Not Recorded,32.832031,-116.7773285,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/2/2017,7/5/2017,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,907M23343
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2018,Lower San Luis Rey River at Benet Rd.,903M20214,5/8/2018,13:45:00,Not Recorded,-88,m,Grab,1,1,WKL_8E09040_W_TN_2018,8E09040-03,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.2,,0.083,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,WestonSolu,,Water_Grab,33.22036,-117.3581924,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,5/22/2018,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,NULL,903M20214
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2018,Lower San Luis Rey River at Douglas Dr.,903M20230,5/8/2018,7:00:00,Not Recorded,-88,m,Grab,1,1,WKL_8E09040_W_TN_2018,8E09040-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.74,,0.083,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,WestonSolu,,Water_Grab,33.240639,-117.3213196,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,5/22/2018,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,NULL,903M20230
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2009,SMC00153,SMC00153,6/8/2009,0:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.39,,0.46,0.5,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.221901,-117.3461227,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,1/1/1950,1/1/1950,1,,WestonSolu,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,SMC00153
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2009,SMC00710,SMC00710,5/19/2009,8:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.66,,0.46,0.5,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.889301,-117.2002792,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,1/1/1950,1/1/1950,1,,WestonSolu,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,SMC00710
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2009,SMC00729,SMC00729,6/3/2009,0:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.9,,0.46,0.5,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.1353,-117.1748886,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,1/1/1950,1/1/1950,1,,WestonSolu,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,SMC00729
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2009,SMC01606,SMC01606,5/26/2009,0:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.38,,0.46,0.5,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.841999,-117.2348099,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,1/1/1950,1/1/1950,1,,WestonSolu,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,SMC01606
